batch_id	unit_id	description	link	connector	primary_band	scan_range_mhz	res_freq_mhz	swr_at_res	spot1_freq_mhz	spot1_swr	spot2_freq_mhz	spot2_swr	spot3_freq_mhz	spot3_swr	overall_status	notes
HertzianLabs-HZG1	HertzianLabs-HZG1-01	Hertzian Labs HZG1 Passive L1 GPS/GNSS Antenna	https://rabbit-labs.com/product/hertzian-labs-hzg1-passive-l1-gps-gnss-antenna/	SMA Male	GPS-L1	1000-1700	1577.5	1.798	1573	2.379	1575.42	1.869	1578	1.798	Good	Worst in-band SWR 2.068 (1573-1578MHz C/A window). High-Q patch antenna — SWR rises steeply outside L1 C/A band; evaluated against GPS L1 C/A window only. Beats spec sheet (rated 2.3:1, measured 1.87:1 at L1 center). RHCP. Passive — no LNA. Sold exclusively via Rabbit-Labs.
